id,scenario,label,risk_score,anomaly_score,amount_log_naira,amount_deviation_ratio,request_type_prior,has_evidence,missing_required_evidence,is_immediate,request_frequency_7d,duplicate_evidence_hint,after_hours,vendor_watchlist,new_beneficiary,purpose_length_bucket,has_bank_details
demo-row-0061,normal_operating_request,0,0.2173,0.572,3.584331224367531,0.7867222222222222,0.16,1,0,0,2,1,0,0,0,1,0
demo-row-0062,missing_evidence,1,0.7289,0.4864,5.839778995258624,6.278715789473684,0.25,1,0,1,4,0,0,0,0,1,0
demo-row-0063,normal_operating_request,0,0.2173,0.4049,5.313498124083558,1.1665684210526315,0.25,1,0,0,2,0,0,0,0,1,0
demo-row-0064,normal_operating_request,0,0.2324,0.4451,5.285762031721253,1.0325263157894737,0.25,0,0,0,4,0,0,0,0,1,0
demo-row-0065,normal_operating_request,0,0.2324,0.41,5.243814121564028,0.8453894736842106,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0066,normal_operating_request,0,0.4154,0.481,4.796553519877108,2.4775555555555555,0.16,0,0,0,0,0,0,0,0,1,0
demo-row-0067,normal_operating_request,0,0.2324,0.4308,4.699612284998696,0.47291578947368423,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0068,urgent_after_hours_request,1,0.7289,0.4561,5.879731079593704,6.980073684210526,0.25,1,0,0,5,0,0,0,0,1,0
demo-row-0069,normal_operating_request,0,0.2324,0.4207,5.183064751311634,0.08876428571428571,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0070,normal_operating_request,0,0.4154,0.5174,4.7126581181053835,1.8666666666666667,0.16,0,0,0,0,0,1,0,0,1,0
demo-row-0071,normal_operating_request,0,0.4472,0.4063,5.293868384381174,2.0265846153846154,0.32,1,0,0,3,0,0,0,0,1,0
demo-row-0072,normal_operating_request,0,0.2173,0.4974,4.393013327901293,0.37316666666666665,0.16,1,0,1,2,0,0,0,0,1,0
demo-row-0073,new_or_watchlisted_beneficiary,1,0.5015,0.447,5.494097519519049,2.2837684210526317,0.25,0,0,0,4,0,0,0,0,1,0
demo-row-0074,normal_operating_request,0,0.4258,0.4174,5.310000437185504,2.141123076923077,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0075,normal_operating_request,0,0.2173,0.5133,4.855070698381383,0.48839285714285713,0.22,1,0,0,1,1,0,0,0,1,0
demo-row-0076,missing_evidence,1,0.6745,0.5532,4.93212354968542,3.7516666666666665,0.16,0,0,1,8,0,0,0,0,1,0
demo-row-0077,normal_operating_request,0,0.4258,0.4167,5.2558680451291195,1.7730153846153847,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0078,large_amount_or_unusual_frequency,1,0.8606,0.6129,6.051381769417951,7.03995,0.22,0,1,0,6,1,0,0,0,1,0
demo-row-0079,normal_operating_request,0,0.2401,0.4224,4.995591324252353,0.5229076923076923,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0080,urgent_after_hours_request,1,0.7114,0.4639,5.8044393124075855,3.5531357142857143,0.22,1,0,1,1,0,0,0,0,1,0
demo-row-0081,missing_evidence,1,0.4367,0.4656,4.850511454347132,2.937611111111111,0.16,0,0,0,4,0,0,0,0,1,0
demo-row-0082,normal_operating_request,0,0.2173,0.4539,5.213546974602457,0.7211578947368421,0.25,1,0,1,1,0,0,0,0,1,0
demo-row-0083,normal_operating_request,0,0.2173,0.4263,5.1067380967252785,0.34589473684210525,0.25,1,0,0,0,0,0,0,0,1,0
demo-row-0084,normal_operating_request,0,0.4798,0.4058,5.483037841573166,2.2012,0.25,1,0,0,2,0,0,0,0,1,0
demo-row-0085,normal_operating_request,0,0.3892,0.5136,5.15019748246285,0.009407142857142857,0.22,0,1,0,1,0,0,0,0,1,0
demo-row-0086,missing_evidence,1,0.7372,0.4923,5.8988945891944615,8,0.32,1,0,0,5,0,1,0,0,1,0
demo-row-0087,new_or_watchlisted_beneficiary,1,0.7289,0.6353,5.868002807304568,6.767452631578947,0.25,0,0,1,9,1,0,0,0,1,0
demo-row-0088,normal_operating_request,0,0.6745,0.4832,4.863382348440788,3.0560555555555555,0.16,1,0,1,3,0,0,0,0,1,0
demo-row-0089,normal_operating_request,0,0.2324,0.4068,5.351989455435632,0.6064214285714286,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0090,normal_operating_request,0,0.2173,0.4539,5.20624012776759,0.6924421052631579,0.25,0,0,0,0,0,0,0,0,1,0
demo-row-0091,normal_operating_request,0,0.2173,0.4576,4.373518854969121,0.3128888888888889,0.16,1,0,0,1,0,0,0,0,1,0
demo-row-0092,normal_operating_request,0,0.2821,0.4104,5.468899449160124,1.1026642857142857,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0093,normal_operating_request,0,0.2324,0.4171,5.297500075125151,0.417,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0094,normal_operating_request,0,0.4367,0.4448,4.708675792726537,1.8405,0.16,1,0,0,4,0,0,0,0,1,0
demo-row-0095,normal_operating_request,0,0.2173,0.4613,4.65540738349723,1.5126111111111111,0.16,0,0,0,1,0,0,0,0,1,0
demo-row-0096,missing_evidence,1,0.8656,0.5067,5.524480505957167,4.147138461538462,0.32,0,1,0,4,0,0,0,0,1,0
demo-row-0097,normal_operating_request,0,0.2324,0.4059,5.378005223024716,1.5135052631578947,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0098,normal_operating_request,0,0.2173,0.4129,5.358448838820214,0.6304928571428572,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0099,normal_operating_request,0,0.2173,0.5351,4.288763276172814,0.0801111111111111,0.16,1,0,0,0,0,0,1,0,1,0
demo-row-0100,normal_operating_request,0,0.4798,0.4217,5.7369141595391175,2.8974928571428573,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0101,large_amount_or_unusual_frequency,1,0.3892,0.5451,5.400867686266602,0.7977857142857143,0.22,0,1,0,0,0,1,0,0,1,0
demo-row-0102,large_amount_or_unusual_frequency,1,0.7289,0.554,5.808643026165753,3.5974214285714288,0.22,1,0,1,3,1,0,0,0,1,0
demo-row-0103,new_or_watchlisted_beneficiary,1,0.2908,0.5754,6.3355273020217755,1.547464705882353,0.36,1,0,1,4,0,0,0,1,1,0
demo-row-0104,normal_operating_request,0,0.2324,0.4935,4.156730826499419,0.849,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0105,normal_operating_request,0,0.2173,0.4381,4.672485777576998,0.6639928571428572,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0106,normal_operating_request,0,0.4367,0.4801,4.714966481581277,1.8819444444444444,0.16,1,0,0,3,0,1,0,0,1,0
demo-row-0107,urgent_after_hours_request,1,0.7372,0.4161,5.502438045494349,3.8924153846153846,0.32,1,0,0,3,0,0,0,0,1,0
demo-row-0108,urgent_after_hours_request,1,0.8656,0.6324,6.703390523540933,4.942531764705882,0.36,0,1,0,5,0,0,1,0,1,1
demo-row-0109,normal_operating_request,0,0.5121,0.4809,6.399767318292864,1.9535764705882352,0.36,1,0,0,3,0,0,0,0,1,1
demo-row-0110,normal_operating_request,0,0.2246,0.4434,4.680879174426811,0.26216923076923077,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0111,normal_operating_request,0,0.2173,0.4415,5.287528530993759,1.0408105263157894,0.25,0,0,0,2,0,0,0,0,1,0
demo-row-0112,normal_operating_request,0,0.2173,0.451,5.395972547794993,0.7776357142857143,0.22,1,0,0,0,0,1,0,0,1,0
demo-row-0113,missing_evidence,1,0.8606,0.5419,6.136648601451498,8,0.22,0,1,0,4,0,0,0,0,1,0
demo-row-0114,normal_operating_request,0,0.3892,0.5486,5.117543059063233,0.06370714285714285,0.22,0,1,0,0,0,1,0,0,1,0
demo-row-0115,normal_operating_request,0,0.2324,0.4065,5.388838023839752,1.5769894736842105,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0116,normal_operating_request,0,0.2173,0.4208,5.236406248034053,0.23105,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0117,normal_operating_request,0,0.2173,0.4678,4.776432390191946,0.37092631578947366,0.25,1,0,0,0,0,1,0,0,1,0
demo-row-0118,normal_operating_request,0,0.2173,0.5226,4.334775331677955,0.20083333333333334,0.16,0,0,1,1,0,0,0,0,1,0
demo-row-0119,normal_operating_request,0,0.2173,0.494,4.387656728620143,0.35633333333333334,0.16,0,0,0,0,0,0,0,0,1,0
demo-row-0120,missing_evidence,1,0.8198,0.5626,5.42799865054071,3.121769230769231,0.32,0,1,1,2,0,0,0,0,1,0
demo-row-0121,missing_evidence,1,0.2324,0.4935,4.84431560554436,0.2644947368421053,0.25,0,0,1,3,0,0,0,0,1,0
demo-row-0122,normal_operating_request,0,0.2324,0.4394,5.129251510415063,0.4175052631578947,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0123,new_or_watchlisted_beneficiary,1,0.3892,0.5571,5.268484363846722,0.3254214285714286,0.22,0,1,1,1,0,0,0,0,1,0
demo-row-0124,normal_operating_request,0,0.2246,0.4452,4.53729006666481,0.46989230769230766,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0125,new_or_watchlisted_beneficiary,1,0.8498,0.613,6.096901674473954,7.928392857142857,0.22,0,1,0,1,1,1,0,0,1,0
demo-row-0126,new_or_watchlisted_beneficiary,1,0.7372,0.4604,5.498668871219551,3.8501384615384615,0.32,1,0,0,4,0,1,0,0,1,0
demo-row-0127,new_or_watchlisted_beneficiary,1,0.7372,0.4238,5.571620333836404,4.737276923076923,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0128,normal_operating_request,0,0.4154,0.4926,4.8299017222909875,2.7551111111111113,0.16,1,0,1,1,0,0,0,0,1,0
demo-row-0129,large_amount_or_unusual_frequency,1,0.6745,0.5138,5.175349429932166,7.319055555555556,0.16,1,0,0,6,0,0,0,0,1,0
demo-row-0130,new_or_watchlisted_beneficiary,1,0.7289,0.4722,6.1526518373918835,8,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0131,normal_operating_request,0,0.2173,0.4129,5.359926503958617,0.63605,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0132,normal_operating_request,0,0.2324,0.4126,5.179775774200908,0.5923894736842106,0.25,1,0,0,4,0,0,0,0,1,0
demo-row-0133,normal_operating_request,0,0.4367,0.4566,4.831997677235896,2.773277777777778,0.16,0,0,0,3,0,0,0,0,1,0
demo-row-0134,missing_evidence,1,0.7372,0.5445,6.547276026290371,3.148174117647059,0.36,1,0,0,3,0,0,0,1,1,0
demo-row-0135,large_amount_or_unusual_frequency,1,0.2908,0.5338,5.800277063572097,0.25722470588235297,0.36,1,0,0,4,0,0,1,0,1,1
demo-row-0136,large_amount_or_unusual_frequency,1,0.8498,0.523,5.8027593625598035,3.535557142857143,0.22,0,1,0,1,0,0,0,0,1,0
demo-row-0137,normal_operating_request,0,0.2324,0.4071,5.387587349804999,0.7436428571428572,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0138,normal_operating_request,0,0.2324,0.5011,3.8414220444023592,0.6144444444444445,0.16,1,0,0,4,0,0,0,0,1,0
demo-row-0139,missing_evidence,1,0.8656,0.5804,6.615032437654522,3.8485670588235292,0.36,0,1,0,5,0,0,0,0,1,1
demo-row-0140,large_amount_or_unusual_frequency,1,0.7289,0.5191,5.851914188450941,6.484968421052631,0.25,1,0,1,6,0,0,0,0,1,0
demo-row-0141,normal_operating_request,0,0.2173,0.4051,5.286249827561722,1.0348105263157894,0.25,1,0,0,2,0,0,0,0,1,0
demo-row-0142,large_amount_or_unusual_frequency,1,0.7201,0.6051,5.541982152159338,4.3588,0.32,1,0,1,2,1,0,1,0,1,0
demo-row-0143,normal_operating_request,0,0.6551,0.499,4.867573544116945,3.095388888888889,0.16,1,0,1,0,0,0,0,0,1,0
demo-row-0144,normal_operating_request,0,0.2173,0.4815,4.528569640012892,0.8762222222222222,0.16,0,0,0,0,0,0,0,0,1,0
demo-row-0145,normal_operating_request,0,0.5015,0.4067,5.627962601337291,2.032728571428571,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0146,normal_operating_request,0,0.4798,0.4062,5.482141523626057,2.1946,0.25,1,0,0,1,0,0,0,0,1,0
demo-row-0147,normal_operating_request,0,0.5015,0.4427,5.482017007873804,2.1936842105263157,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0148,normal_operating_request,0,0.2324,0.4352,4.599446375725275,0.7160071428571428,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0149,large_amount_or_unusual_frequency,1,0.5015,0.4498,5.539778434945227,2.6479894736842104,0.25,1,0,1,3,0,0,0,0,1,0
demo-row-0150,normal_operating_request,0,0.2173,0.4667,4.573022533945539,1.0784444444444445,0.16,0,0,0,1,0,0,0,0,1,0
demo-row-0151,normal_operating_request,0,0.2324,0.4456,5.349028732756253,1.3512736842105264,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0152,normal_operating_request,0,0.2648,0.4172,5.479366533783284,1.153957142857143,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0153,normal_operating_request,0,0.2173,0.4147,5.273457331258226,0.34068571428571426,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0154,missing_evidence,1,0.4849,0.5566,5.4869473570741105,0.6389835294117647,0.36,0,1,0,4,0,0,0,1,1,0
demo-row-0155,missing_evidence,1,0.8656,0.5383,5.628284686864972,5.536876923076923,0.32,0,1,0,4,0,1,0,0,1,0
demo-row-0156,large_amount_or_unusual_frequency,1,0.8656,0.552,5.8517840772215965,8,0.32,0,1,0,8,0,0,0,0,1,0
demo-row-0157,normal_operating_request,0,0.2173,0.5585,3.9981285071282664,0.4468888888888889,0.16,0,0,0,0,0,1,0,0,1,0
demo-row-0158,normal_operating_request,0,0.2173,0.4176,5.1766612582576474,0.5810105263157894,0.25,1,0,0,0,0,0,0,0,1,0
demo-row-0159,large_amount_or_unusual_frequency,1,0.7289,0.5112,5.61331845124641,3.321094736842105,0.25,0,0,0,6,0,1,0,0,1,0
demo-row-0160,normal_operating_request,0,0.2324,0.4762,5.196228706339871,0.6538736842105263,0.25,0,0,0,3,0,1,0,0,1,0
demo-row-0161,normal_operating_request,0,0.2401,0.4401,4.726425624114809,0.18058461538461537,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0162,normal_operating_request,0,0.2173,0.4121,5.233354065302059,0.8014736842105263,0.25,1,0,0,2,0,0,0,0,1,0
demo-row-0163,large_amount_or_unusual_frequency,1,0.2173,0.5029,5.2063940644308735,0.6930421052631579,0.25,0,0,0,0,0,0,1,0,1,0
demo-row-0164,large_amount_or_unusual_frequency,1,0.4632,0.5549,6.103605678560167,0.4934352941176471,0.36,0,1,0,2,0,0,0,0,1,1
demo-row-0165,new_or_watchlisted_beneficiary,1,0.4632,0.5585,6.019781145360913,0.23129411764705882,0.36,0,1,0,2,0,0,0,0,1,1
demo-row-0166,normal_operating_request,0,0.2173,0.4961,4.088667552542405,0.31866666666666665,0.16,0,0,0,2,0,0,0,0,1,0
demo-row-0167,normal_operating_request,0,0.2173,0.4865,5.316068942189835,0.4789,0.22,1,0,0,1,0,0,1,0,1,0
demo-row-0168,normal_operating_request,0,0.2324,0.4521,4.834344393408357,0.28118947368421054,0.25,0,0,0,4,0,0,0,0,1,0
demo-row-0169,normal_operating_request,0,0.2324,0.4455,4.564216153077687,1.0367222222222223,0.16,1,0,0,3,0,0,0,0,1,0
demo-row-0170,new_or_watchlisted_beneficiary,1,0.6551,0.5607,5.118496199911788,6.298277777777778,0.16,0,0,0,2,0,1,1,0,1,0
demo-row-0171,large_amount_or_unusual_frequency,1,0.7114,0.5144,5.755800181078831,4.998957894736842,0.25,0,0,1,2,0,0,0,0,1,0
demo-row-0172,normal_operating_request,0,0.2732,0.561,5.926073244709056,0.007675294117647059,0.36,1,0,1,1,0,1,0,0,1,1
demo-row-0173,normal_operating_request,0,0.2908,0.504,6.02566339643624,0.24808470588235293,0.36,1,0,0,3,0,1,0,0,1,1
demo-row-0174,normal_operating_request,0,0.2732,0.5619,5.6942874774849965,0.4180741176470588,0.36,1,0,1,1,0,0,0,1,1,0
demo-row-0175,normal_operating_request,0,0.4798,0.4065,5.602656736072522,1.8610642857142856,0.22,1,0,0,2,0,0,0,0,1,0
demo-row-0176,normal_operating_request,0,0.5015,0.4067,5.618189350256573,1.965242857142857,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0177,normal_operating_request,0,0.2173,0.4394,4.5203262936073205,0.7633071428571429,0.22,1,0,0,2,0,0,0,0,1,0
demo-row-0178,normal_operating_request,0,0.2173,0.5075,3.428134794028789,0.8511666666666666,0.16,1,0,0,1,0,0,0,0,1,0
demo-row-0179,normal_operating_request,0,0.6745,0.4624,4.864244014647247,3.064111111111111,0.16,0,0,0,3,0,0,0,0,1,0
demo-row-0180,normal_operating_request,0,0.4367,0.4378,4.804084886432,2.538388888888889,0.16,1,0,0,3,0,0,0,0,1,0
demo-row-0181,urgent_after_hours_request,1,0.4904,0.5744,6.395742836418935,1.9263329411764707,0.36,1,0,1,0,0,0,0,1,1,0
demo-row-0182,large_amount_or_unusual_frequency,1,0.7372,0.4798,5.600565621730945,5.132692307692308,0.32,1,0,1,4,0,0,0,0,1,0
demo-row-0183,normal_operating_request,0,0.7114,0.4181,5.778379195156374,3.287957142857143,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0184,new_or_watchlisted_beneficiary,1,0.4849,0.583,6.179791276444106,0.7798035294117647,0.36,0,1,1,4,0,0,0,0,1,1
demo-row-0185,normal_operating_request,0,0.2908,0.4633,5.6715467860945425,0.4477611764705882,0.36,1,0,0,3,0,0,0,0,1,1
demo-row-0186,large_amount_or_unusual_frequency,1,0.7372,0.5249,5.659037219046888,6.016538461538461,0.32,1,0,1,5,0,1,0,0,1,0
demo-row-0187,normal_operating_request,0,0.2648,0.4408,5.528195275366234,1.4102714285714286,0.22,1,0,1,1,0,0,0,0,1,0
demo-row-0188,normal_operating_request,0,0.3892,0.5137,5.030048915700507,0.23455,0.22,0,1,0,2,0,0,0,0,1,0
demo-row-0189,normal_operating_request,0,0.4798,0.4123,5.715735167528288,2.7119857142857144,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0190,normal_operating_request,0,0.6551,0.5015,4.857483266952451,3.001333333333333,0.16,0,0,0,2,0,1,0,0,1,0
demo-row-0191,normal_operating_request,0,0.4367,0.4401,4.702637294117559,1.8012777777777778,0.16,1,0,0,3,0,0,0,0,1,0
demo-row-0192,new_or_watchlisted_beneficiary,1,0.2821,0.4454,5.4908346169449365,1.2115928571428571,0.22,1,0,1,4,0,0,0,0,1,0
demo-row-0193,urgent_after_hours_request,1,0.7289,0.4839,5.847947569779274,6.416915789473684,0.25,1,0,0,5,0,1,0,0,1,0
demo-row-0194,normal_operating_request,0,0.2324,0.4686,4.6662277299444375,1.576,0.16,0,0,0,4,0,0,0,0,1,0
demo-row-0195,normal_operating_request,0,0.2173,0.4788,4.276300924570774,0.049555555555555554,0.16,0,0,0,2,0,0,0,0,1,0
demo-row-0196,normal_operating_request,0,0.2648,0.4481,5.493580723602145,1.2256214285714286,0.22,1,0,1,0,0,0,0,0,1,0
